LAT,LON,YEAR,MO,DY,T2M,T2MDEW,TS,PRECTOTCORR,PS
7.25,-74.25,2021,7,11,24.26,22.76,24.37,0.05,96.24
7.25,-73.75,2021,7,11,25.02,23.42,25.14,0,97.28
7.25,-73.25,2021,7,11,19.86,17.28,20,0,86.49
7.25,-72.75,2021,7,11,15.66,13.85,15.79,0,80.88
3.25,-76.75,2021,7,12,20.45,17.79,20.8,2.58,88.02
3.25,-76.25,2021,7,12,14.47,12.13,14.65,0.13,78.36
3.25,-75.75,2021,7,12,16.8,14.09,17.15,0.49,82.81
3.25,-75.25,2021,7,12,19.79,15.38,20.3,0.69,86.95
3.25,-74.75,2021,7,12,19.89,16.12,20.28,0.91,88.06
3.25,-74.25,2021,7,12,18.49,17.27,18.56,1.17,88.31
3.25,-73.75,2021,7,12,21.9,20.59,21.83,1.31,94.8
3.25,-73.25,2021,7,12,23.71,22.25,23.71,1.32,97.86
3.25,-72.75,2021,7,12,24.49,22.81,24.44,1.48,98.78
3.75,-76.75,2021,7,12,22.21,19.73,22.75,2.9,91.38
3.75,-76.25,2021,7,12,16.64,13.9,17.02,0.06,81.28
3.75,-75.75,2021,7,12,15.84,13.73,16.06,0.22,81.62
3.75,-75.25,2021,7,12,21.15,15.74,21.61,0.36,88.15
3.75,-74.75,2021,7,12,21.23,15.82,21.68,0.52,88.1
3.75,-74.25,2021,7,12,16.58,14.7,16.7,0.7,83.23
3.75,-73.75,2021,7,12,19.55,17.97,19.52,0.85,89.82
3.75,-73.25,2021,7,12,23.23,21.51,23.21,0.82,96.61
3.75,-72.75,2021,7,12,24.76,22.72,24.73,0.79,98.71
4.25,-76.75,2021,7,12,23.61,21.49,24.06,2.4,94.34
4.25,-76.25,2021,7,12,19.75,16.71,20.04,0.07,86.08
4.25,-75.75,2021,7,12,15.42,13.31,15.64,0.1,80.41
4.25,-75.25,2021,7,12,19.82,15.68,20.02,0.14,86.26
4.25,-74.75,2021,7,12,20.87,16.14,20.96,0.23,87.17
4.25,-74.25,2021,7,12,16.81,13.79,16.76,0.36,81.66
4.25,-73.75,2021,7,12,16.17,14.51,16.26,0.43,83.21
4.25,-73.25,2021,7,12,21.94,20.03,21.88,0.39,93.73
4.25,-72.75,2021,7,12,24.6,22.39,24.62,0.29,98
4.75,-76.75,2021,7,12,24.12,22.71,24.24,2.5,96.31
4.75,-76.25,2021,7,12,21.71,18.99,21.87,0.29,89.45
4.75,-75.75,2021,7,12,16.27,13.9,16.49,0.14,80.63
4.75,-75.25,2021,7,12,18.2,15.46,18.29,0.13,83.67
4.75,-74.75,2021,7,12,19.95,16.38,19.86,0.16,85.7
4.75,-74.25,2021,7,12,18.1,14.28,17.98,0.17,82.37
4.75,-73.75,2021,7,12,13.45,11.67,13.68,0.17,77.82
4.75,-73.25,2021,7,12,18.7,16.93,18.72,0.12,87.44
4.75,-72.75,2021,7,12,22.93,20.69,22.93,0.06,94.72
5.25,-76.75,2021,7,12,24.24,23.24,24.22,2.37,96.96
5.25,-76.25,2021,7,12,21.92,19.91,22.06,0.73,89.87
5.25,-75.75,2021,7,12,17.77,15.51,17.91,0.33,82.27
5.25,-75.25,2021,7,12,18.74,16.33,18.7,0.3,84.03
5.25,-74.75,2021,7,12,20.66,17.64,20.5,0.23,86.8
5.25,-74.25,2021,7,12,19.92,16.43,19.82,0.06,85.23
5.25,-73.75,2021,7,12,13.41,11.38,13.62,0.04,76.91
5.25,-73.25,2021,7,12,14.39,12.89,14.53,0.02,79.49
5.25,-72.75,2021,7,12,18.39,16.47,18.39,0.01,86.71
5.75,-76.75,2021,7,12,24.27,23.14,24.24,2.09,96.72
5.75,-76.25,2021,7,12,21.54,19.8,21.62,1.15,89.12
5.75,-75.75,2021,7,12,18.44,16.44,18.45,0.59,83.19
5.75,-75.25,2021,7,12,19.71,17.42,19.57,0.49,85.38
5.75,-74.75,2021,7,12,22.13,19.7,21.99,0.31,89.71
5.75,-74.25,2021,7,12,22.36,19.96,22.32,0.02,90.34
5.75,-73.75,2021,7,12,16.91,14.65,16.83,0,81.52
5.75,-73.25,2021,7,12,13.5,11.6,13.56,0,76.64
5.75,-72.75,2021,7,12,13.87,12.21,14.02,0,78.44
6.25,-76.75,2021,7,12,24.2,22.75,24.24,1.9,96.17
6.25,-76.25,2021,7,12,21.01,19.04,21.1,1.35,88.07
6.25,-75.75,2021,7,12,17.78,15.87,17.78,0.75,82.1
6.25,-75.25,2021,7,12,19.39,17.29,19.33,0.56,84.81
6.25,-74.75,2021,7,12,22.66,20.6,22.6,0.33,90.98
6.25,-74.25,2021,7,12,24.38,22.54,24.33,0.01,94.57
6.25,-73.75,2021,7,12,21.35,19.21,21.15,0,88.71
6.25,-73.25,2021,7,12,17.33,14.31,17.07,0,81.09
6.25,-72.75,2021,7,12,13.27,10.9,13.48,0,75.98
6.75,-76.75,2021,7,12,24.39,22.86,24.45,1.85,96.19
6.75,-76.25,2021,7,12,21.16,19.01,21.24,1.45,88.17
6.75,-75.75,2021,7,12,18.05,16.14,18.03,0.76,82.45
6.75,-75.25,2021,7,12,19.78,17.84,19.7,0.53,85.69
6.75,-74.75,2021,7,12,23.08,21.18,22.99,0.29,91.98
6.75,-74.25,2021,7,12,25.26,23.51,25.18,0,96.29
6.75,-73.75,2021,7,12,24.19,22.4,24.17,0,94.42
6.75,-73.25,2021,7,12,20.61,16.9,20.26,0,85.67
6.75,-72.75,2021,7,12,14.93,11.79,15.01,0,77.62
7.25,-76.75,2021,7,12,25.03,23.53,25.06,1.97,97.17
7.25,-76.25,2021,7,12,22.56,20.49,22.66,1.49,90.67
7.25,-75.75,2021,7,12,21.39,19.17,21.22,0.73,88.14
7.25,-75.25,2021,7,12,22.6,20.65,22.46,0.46,91.1
7.25,-74.75,2021,7,12,24.21,22.54,24.15,0.25,94.48
7.25,-74.25,2021,7,12,25.25,23.63,25.22,0,96.22
7.25,-73.75,2021,7,12,25.72,23.9,25.78,0,97.27
7.25,-73.25,2021,7,12,20.67,17.14,20.66,0,86.5
7.25,-72.75,2021,7,12,16.56,13.83,16.68,0,80.9
3.25,-76.75,2021,7,13,20.54,17.72,20.83,2.72,88.06
3.25,-76.25,2021,7,13,14.54,11.99,14.8,1.18,78.39
3.25,-75.75,2021,7,13,16.56,13.53,16.96,2.2,82.86
3.25,-75.25,2021,7,13,19.36,14.66,19.92,2.47,87.01
3.25,-74.75,2021,7,13,19.37,15.4,19.78,2.77,88.11
3.25,-74.25,2021,7,13,18.01,16.64,18.02,3.22,88.37
3.25,-73.75,2021,7,13,21.59,20.14,21.49,3.17,94.88
3.25,-73.25,2021,7,13,23.43,21.86,23.38,2.45,97.94
3.25,-72.75,2021,7,13,24.11,22.31,24.11,2.09,98.87
3.75,-76.75,2021,7,13,22.22,19.7,22.73,3.05,91.43
3.75,-76.25,2021,7,13,16.53,13.69,16.96,0.97,81.32
3.75,-75.75,2021,7,13,15.38,13.19,15.55,2.12,81.68
3.75,-75.25,2021,7,13,20.63,15.17,21.08,2.43,88.22
3.75,-74.75,2021,7,13,20.64,15.29,21.1,2.8,88.17
3.75,-74.25,2021,7,13,15.87,14.17,15.99,3.25,83.29
3.75,-73.75,2021,7,13,18.93,17.47,18.95,2.89,89.9
3.75,-73.25,2021,7,13,22.76,21.21,22.73,1.89,96.71
3.75,-72.75,2021,7,13,24.21,22.26,24.17,1.24,98.81
4.25,-76.75,2021,7,13,23.6,21.39,23.97,2.92,94.39
4.25,-76.25,2021,7,13,19.58,16.38,19.8,0.74,86.12
4.25,-75.75,2021,7,13,14.86,12.77,15.01,1.81,80.47
4.25,-75.25,2021,7,13,19.13,15.19,19.29,2.2,86.33
4.25,-74.75,2021,7,13,20.15,15.77,20.23,2.52,87.24
4.25,-74.25,2021,7,13,16.06,13.47,16.04,2.7,81.72
4.25,-73.75,2021,7,13,15.4,14.04,15.53,2.02,83.29
4.25,-73.25,2021,7,13,21.23,19.74,21.19,1.11,93.84
4.25,-72.75,2021,7,13,23.87,21.88,23.78,0.55,98.12
4.75,-76.75,2021,7,13,24.27,22.6,24.34,4.5,96.36
4.75,-76.25,2021,7,13,21.83,18.64,21.87,0.54,89.5
4.75,-75.75,2021,7,13,15.79,13.45,15.93,1.22,80.69
4.75,-75.25,2021,7,13,17.53,14.92,17.56,1.57,83.74
4.75,-74.75,2021,7,13,19.28,15.97,19.16,1.73,85.77
4.75,-74.25,2021,7,13,17.45,14.07,17.33,1.6,82.43
4.75,-73.75,2021,7,13,12.6,11.2,12.82,0.95,77.87
4.75,-73.25,2021,7,13,17.8,16.29,17.7,0.42,87.54
4.75,-72.75,2021,7,13,21.93,19.8,21.73,0.15,94.83
5.25,-76.75,2021,7,13,24.38,23.19,24.42,7.12,97.01
5.25,-76.25,2021,7,13,22.18,19.64,22.39,0.5,89.92
5.25,-75.75,2021,7,13,17.53,15.2,17.65,0.63,82.32
5.25,-75.25,2021,7,13,18.34,15.86,18.27,0.8,84.08
5.25,-74.75,2021,7,13,20.26,17.17,20.06,0.81,86.86
5.25,-74.25,2021,7,13,19.45,16.03,19.29,0.59,85.28
5.25,-73.75,2021,7,13,12.61,10.69,12.78,0.26,76.96
5.25,-73.25,2021,7,13,13.39,11.82,13.37,0.09,79.56
5.25,-72.75,2021,7,13,17.21,15.21,16.99,0.02,86.81
5.75,-76.75,2021,7,13,24.28,23.39,24.36,9.21,96.76
5.75,-76.25,2021,7,13,21.64,19.68,21.96,0.66,89.18
5.75,-75.75,2021,7,13,18.4,16.27,18.49,0.35,83.25
5.75,-75.25,2021,7,13,19.58,17.14,19.43,0.32,85.44
5.75,-74.75,2021,7,13,21.93,19.28,21.73,0.27,89.76
5.75,-74.25,2021,7,13,21.98,19.3,21.89,0.11,90.39
5.75,-73.75,2021,7,13,16.06,13.43,16.03,0.03,81.57
5.75,-73.25,2021,7,13,12.43,10.27,12.49,0.01,76.69
5.75,-72.75,2021,7,13,12.66,10.94,12.67,0,78.52
6.25,-76.75,2021,7,13,24.08,23.21,24.15,8.07,96.2
6.25,-76.25,2021,7,13,21.04,19.08,21.31,0.79,88.13
6.25,-75.75,2021,7,13,17.81,15.79,17.93,0.31,82.17
6.25,-75.25,2021,7,13,19.35,17.06,19.27,0.17,84.87
6.25,-74.75,2021,7,13,22.42,20.26,22.33,0.1,91.03
6.25,-74.25,2021,7,13,23.81,21.96,23.82,0.01,94.63
6.25,-73.75,2021,7,13,20.39,17.92,20.22,0,88.76
6.25,-73.25,2021,7,13,16.24,12.94,16.11,0,81.13
6.25,-72.75,2021,7,13,11.9,9.74,12.05,0,76.03
6.75,-76.75,2021,7,13,24.14,23.23,24.16,4.07,96.23
6.75,-76.25,2021,7,13,21.24,19.23,21.38,0.76,88.23
6.75,-75.75,2021,7,13,17.99,16.18,18.1,0.29,82.51
6.75,-75.25,2021,7,13,19.72,17.8,19.64,0.14,85.74
6.75,-74.75,2021,7,13,22.78,21.06,22.69,0.07,92.04
6.75,-74.25,2021,7,13,24.54,23.2,24.58,0,96.35
6.75,-73.75,2021,7,13,23.42,21.71,23.33,0,94.48
6.75,-73.25,2021,7,13,19.44,15.82,19.15,0,85.73
6.75,-72.75,2021,7,13,13.23,10.79,13.29,0,77.67
7.25,-76.75,2021,7,13,24.74,23.89,24.72,1.62,97.21
7.25,-76.25,2021,7,13,22.57,20.83,22.62,0.75,90.72
7.25,-75.75,2021,7,13,21.05,19.33,21.02,0.28,88.2
7.25,-75.25,2021,7,13,22.47,20.88,22.33,0.15,91.15
7.25,-74.75,2021,7,13,23.98,22.62,23.88,0.09,94.53
7.25,-74.25,2021,7,13,24.58,23.34,24.61,0,96.29
7.25,-73.75,2021,7,13,25.11,23.41,25.15,0,97.33
7.25,-73.25,2021,7,13,19.37,16.31,19.17,0,86.56
7.25,-72.75,2021,7,13,14.8,12.81,14.78,0,80.98
3.25,-76.75,2021,7,14,20.6,17.61,21.01,0.81,88.09
3.25,-76.25,2021,7,14,14.42,11.73,14.64,0.16,78.42
3.25,-75.75,2021,7,14,17.22,13.26,17.77,0.29,82.86
3.25,-75.25,2021,7,14,20.18,14.5,20.96,0.32,86.99
3.25,-74.75,2021,7,14,20.13,15.33,20.71,0.33,88.09
3.25,-74.25,2021,7,14,18.6,16.44,18.69,0.36,88.34
3.25,-73.75,2021,7,14,21.82,19.38,21.76,0.39,94.84
3.25,-73.25,2021,7,14,23.24,21.25,23.31,0.59,97.91
3.25,-72.75,2021,7,14,23.9,22.19,23.99,0.95,98.84
3.75,-76.75,2021,7,14,22.27,19.53,22.95,1.05,91.46
3.75,-76.25,2021,7,14,16.52,13.49,16.94,0.12,81.35
3.75,-75.75,2021,7,14,16.06,13,16.32,0.21,81.67
3.75,-75.25,2021,7,14,21.51,14.92,22.12,0.24,88.19
3.75,-74.75,2021,7,14,21.33,15.06,21.95,0.26,88.15
3.75,-74.25,2021,7,14,16.23,13.91,16.43,0.3,83.29
3.75,-73.75,2021,7,14,19.11,16.62,19.21,0.3,89.88
3.75,-73.25,2021,7,14,22.5,20.24,22.62,0.38,96.69
3.75,-72.75,2021,7,14,23.93,21.83,24.01,0.54,98.79
4.25,-76.75,2021,7,14,23.72,21.27,24.33,1.05,94.43
4.25,-76.25,2021,7,14,19.83,16.39,20.18,0.11,86.15
4.25,-75.75,2021,7,14,15.48,12.79,15.73,0.15,80.47
4.25,-75.25,2021,7,14,19.9,15.06,20.13,0.17,86.31
4.25,-74.75,2021,7,14,20.72,15.49,20.88,0.19,87.23
4.25,-74.25,2021,7,14,16.26,13.03,16.33,0.21,81.73
4.25,-73.75,2021,7,14,15.49,13.3,15.69,0.17,83.29
4.25,-73.25,2021,7,14,21.13,18.64,21.22,0.17,93.82
4.25,-72.75,2021,7,14,23.76,21.12,23.72,0.17,98.09
4.75,-76.75,2021,7,14,24.45,22.47,24.7,1.11,96.41
4.75,-76.25,2021,7,14,22.11,18.74,22.49,0.08,89.53
4.75,-75.75,2021,7,14,16.18,13.46,16.46,0.09,80.7
4.75,-75.25,2021,7,14,18.05,14.72,18.06,0.11,83.74
4.75,-74.75,2021,7,14,19.65,15.55,19.53,0.12,85.78
4.75,-74.25,2021,7,14,17.48,13.48,17.49,0.1,82.45
4.75,-73.75,2021,7,14,12.59,10.55,12.9,0.06,77.9
4.75,-73.25,2021,7,14,17.94,15.42,17.94,0.04,87.53
4.75,-72.75,2021,7,14,22.26,19.15,22,0.03,94.81
5.25,-76.75,2021,7,14,24.55,22.85,24.66,0.96,97.06
5.25,-76.25,2021,7,14,22.44,19.58,23,0.04,89.96
5.25,-75.75,2021,7,14,17.65,14.93,17.84,0.05,82.35
5.25,-75.25,2021,7,14,18.54,15.41,18.37,0.06,84.11
5.25,-74.75,2021,7,14,20.36,16.59,20.1,0.05,86.89
5.25,-74.25,2021,7,14,19.36,15.41,19.3,0.03,85.32
5.25,-73.75,2021,7,14,12.77,10.21,13.04,0.01,77
5.25,-73.25,2021,7,14,13.8,11.53,13.93,0,79.58
5.25,-72.75,2021,7,14,17.8,15.1,17.63,0,86.79
5.75,-76.75,2021,7,14,24.39,22.86,24.54,0.68,96.83
5.75,-76.25,2021,7,14,21.98,19.61,22.48,0.01,89.22
5.75,-75.75,2021,7,14,18.48,15.89,18.57,0.02,83.28
5.75,-75.25,2021,7,14,19.63,16.69,19.42,0.02,85.47
5.75,-74.75,2021,7,14,21.96,18.82,21.7,0.01,89.81
5.75,-74.25,2021,7,14,22.01,18.83,21.91,0.01,90.44
5.75,-73.75,2021,7,14,16.31,13.08,16.38,0,81.62
5.75,-73.25,2021,7,14,12.8,10.3,13.11,0,76.73
5.75,-72.75,2021,7,14,13.11,11.08,13.33,0,78.52
6.25,-76.75,2021,7,14,23.99,22.68,24.18,0.47,96.29
6.25,-76.25,2021,7,14,21.31,19.26,21.71,0,88.17
6.25,-75.75,2021,7,14,18.04,15.61,18.17,0,82.2
6.25,-75.25,2021,7,14,19.48,16.78,19.38,0,84.91
6.25,-74.75,2021,7,14,22.57,20,22.44,0,91.08
6.25,-74.25,2021,7,14,24.07,21.73,24.06,0,94.68
6.25,-73.75,2021,7,14,20.64,17.64,20.55,0,88.82
6.25,-73.25,2021,7,14,16.39,13.06,16.53,0,81.19
6.25,-72.75,2021,7,14,12.32,10.03,12.72,0,76.06
6.75,-76.75,2021,7,14,23.73,22.66,23.87,0.21,96.32
6.75,-76.25,2021,7,14,21.27,19.39,21.57,0,88.28
6.75,-75.75,2021,7,14,18.26,16.22,18.45,0,82.55
6.75,-75.25,2021,7,14,19.99,17.61,19.87,0,85.79
6.75,-74.75,2021,7,14,23.1,20.84,22.93,0,92.09
6.75,-74.25,2021,7,14,24.97,23.06,24.99,0,96.4
6.75,-73.75,2021,7,14,23.73,21.35,23.65,0,94.53
6.75,-73.25,2021,7,14,19.63,15.99,19.63,0,85.79
6.75,-72.75,2021,7,14,13.87,11.25,14.17,0,77.71
7.25,-76.75,2021,7,14,24.28,23.24,24.32,0.03,97.31
7.25,-76.25,2021,7,14,22.22,20.68,22.39,0,90.8
7.25,-75.75,2021,7,14,21.25,19.3,21.3,0,88.25
7.25,-75.25,2021,7,14,22.81,20.72,22.68,0,91.22
7.25,-74.75,2021,7,14,24.43,22.47,24.28,0,94.6
7.25,-74.25,2021,7,14,25.14,23.3,25.13,0,96.34
7.25,-73.75,2021,7,14,25.46,23.15,25.46,0,97.4
7.25,-73.25,2021,7,14,19.88,16.43,20.09,0,86.62
7.25,-72.75,2021,7,14,15.48,13.06,15.81,0,81
3.25,-76.75,2021,7,15,20.71,18.24,21.03,1.03,88.04
3.25,-76.25,2021,7,15,15.12,12.29,15.5,0.06,78.39
3.25,-75.75,2021,7,15,17.95,13.61,18.61,0.03,82.8
3.25,-75.25,2021,7,15,20.83,14.75,21.75,0.02,86.93
3.25,-74.75,2021,7,15,20.65,15.5,21.34,0.02,88.03
3.25,-74.25,2021,7,15,19.06,16.65,19.12,0.02,88.28
3.25,-73.75,2021,7,15,22.38,20.01,22.15,0.02,94.77
3.25,-73.25,2021,7,15,23.92,21.86,23.79,0.01,97.84
3.25,-72.75,2021,7,15,24.4,22.39,24.37,0.03,98.77
3.75,-76.75,2021,7,15,22.52,20.01,23.12,0.99,91.4
3.75,-76.25,2021,7,15,17.3,14.08,17.85,0.07,81.31
3.75,-75.75,2021,7,15,16.88,13.57,17.32,0.04,81.62
3.75,-75.25,2021,7,15,22.23,15.27,23.02,0.04,88.13
3.75,-74.75,2021,7,15,21.97,15.22,22.75,0.03,88.09
3.75,-74.25,2021,7,15,16.83,14.11,17.15,0.03,83.24
3.75,-73.75,2021,7,15,19.66,17.21,19.7,0.02,89.81
3.75,-73.25,2021,7,15,23.26,20.97,23.2,0.01,96.61
3.75,-72.75,2021,7,15,24.43,22.17,24.4,0.01,98.71
4.25,-76.75,2021,7,15,23.91,21.68,24.44,0.94,94.36
4.25,-76.25,2021,7,15,20.49,17.01,20.82,0.07,86.1
4.25,-75.75,2021,7,15,16.37,13.47,16.74,0.06,80.43
4.25,-75.25,2021,7,15,20.78,15.57,21.1,0.05,86.25
4.25,-74.75,2021,7,15,21.56,15.87,21.81,0.04,87.17
4.25,-74.25,2021,7,15,17.07,13.41,17.3,0.03,81.69
4.25,-73.75,2021,7,15,16.19,13.71,16.46,0.01,83.22
4.25,-73.25,2021,7,15,21.77,19.17,21.81,0,93.75
4.25,-72.75,2021,7,15,24.12,21.53,24.07,0,98.02
4.75,-76.75,2021,7,15,24.47,22.93,24.64,2.22,96.33
4.75,-76.25,2021,7,15,22.45,19.49,22.66,0.06,89.48
4.75,-75.75,2021,7,15,17.05,14.26,17.32,0.05,80.66
4.75,-75.25,2021,7,15,19.04,15.58,19.03,0.05,83.68
4.75,-74.75,2021,7,15,20.57,16.39,20.44,0.04,85.72
4.75,-74.25,2021,7,15,18.35,14.23,18.45,0.02,82.4
4.75,-73.75,2021,7,15,13.72,11.23,14.14,0,77.84
4.75,-73.25,2021,7,15,18.73,16.13,18.82,0,87.46
4.75,-72.75,2021,7,15,22.7,19.72,22.54,0,94.74
5.25,-76.75,2021,7,15,24.5,23.35,24.56,3.49,96.98
5.25,-76.25,2021,7,15,22.45,20.23,22.77,0.03,89.9
5.25,-75.75,2021,7,15,18.37,15.86,18.51,0.03,82.3
5.25,-75.25,2021,7,15,19.38,16.6,19.25,0.03,84.05
5.25,-74.75,2021,7,15,21.1,17.83,20.93,0.02,86.83
5.25,-74.25,2021,7,15,20.12,16.55,20.21,0.01,85.27
5.25,-73.75,2021,7,15,14.05,11.35,14.48,0,76.95
5.25,-73.25,2021,7,15,14.84,12.58,15.11,0,79.52
5.25,-72.75,2021,7,15,18.64,15.91,18.59,0,86.73
5.75,-76.75,2021,7,15,24.43,23.27,24.53,3.06,96.73
5.75,-76.25,2021,7,15,21.9,19.97,22.24,0.01,89.15
5.75,-75.75,2021,7,15,18.96,16.69,19.04,0.01,83.22
5.75,-75.25,2021,7,15,20.14,17.79,20.11,0.01,85.41
5.75,-74.75,2021,7,15,22.42,20,22.4,0.01,89.74
5.75,-74.25,2021,7,15,22.62,20.03,22.67,0,90.38
5.75,-73.75,2021,7,15,17.43,14.55,17.57,0,81.57
5.75,-73.25,2021,7,15,13.98,11.44,14.29,0,76.69
5.75,-72.75,2021,7,15,14.26,12.07,14.57,0,78.47
6.25,-76.75,2021,7,15,24.45,23.1,24.6,1.88,96.18
6.25,-76.25,2021,7,15,21.48,19.43,21.76,0,88.09
6.25,-75.75,2021,7,15,18.43,16.16,18.57,0,82.13
6.25,-75.25,2021,7,15,19.8,17.63,19.95,0,84.84
6.25,-74.75,2021,7,15,22.87,20.89,22.96,0,91.01
6.25,-74.25,2021,7,15,24.59,22.6,24.52,0,94.61
6.25,-73.75,2021,7,15,21.6,19.03,21.39,0,88.76
6.25,-73.25,2021,7,15,17.51,14.35,17.56,0,81.14
6.25,-72.75,2021,7,15,13.41,10.94,13.83,0,76.02
6.75,-76.75,2021,7,15,24.67,23.23,24.8,0.8,96.21
6.75,-76.25,2021,7,15,21.74,19.46,21.98,0,88.2
6.75,-75.75,2021,7,15,18.66,16.4,18.89,0,82.48
6.75,-75.25,2021,7,15,20.21,18.18,20.33,0,85.73
6.75,-74.75,2021,7,15,23.32,21.48,23.29,0,92.02
6.75,-74.25,2021,7,15,25.43,23.55,25.24,0,96.32
6.75,-73.75,2021,7,15,24.51,22.24,24.21,0,94.46
6.75,-73.25,2021,7,15,20.54,17.2,20.47,0,85.74
6.75,-72.75,2021,7,15,14.8,12.03,15.11,0,77.66
7.25,-76.75,2021,7,15,25.15,23.79,25.2,0.09,97.21
7.25,-76.25,2021,7,15,22.89,20.62,23.14,0,90.72
7.25,-75.75,2021,7,15,21.65,19.17,21.82,0,88.18
7.25,-75.25,2021,7,15,22.96,20.98,23,0,91.15
7.25,-74.75,2021,7,15,24.53,22.89,24.45,0,94.53
7.25,-74.25,2021,7,15,25.38,23.61,25.22,0,96.26
7.25,-73.75,2021,7,15,25.9,23.66,25.71,0,97.32
7.25,-73.25,2021,7,15,20.74,17.35,20.95,0,86.57
7.25,-72.75,2021,7,15,16.37,13.82,16.78,0,80.94
3.25,-76.75,2021,7,16,20.09,17.73,20.12,4.51,88
3.25,-76.25,2021,7,16,14.58,12.12,14.61,2.22,78.34
3.25,-75.75,2021,7,16,17.41,13.61,17.8,3.92,82.75
3.25,-75.25,2021,7,16,20.48,14.86,21.24,4.4,86.87
3.25,-74.75,2021,7,16,20.59,15.87,21.18,5.19,87.96
3.25,-74.25,2021,7,16,19.22,17.34,19.26,6.42,88.21
3.25,-73.75,2021,7,16,22.51,20.61,22.46,6.78,94.68
3.25,-73.25,2021,7,16,24.19,22.41,24.22,5.84,97.74
3.25,-72.75,2021,7,16,24.74,22.86,24.84,5.43,98.67
3.75,-76.75,2021,7,16,21.67,19.88,21.89,6.4,91.37
3.75,-76.25,2021,7,16,16.56,13.98,16.78,2.09,81.26
3.75,-75.75,2021,7,16,16.11,13.52,16.3,3.64,81.57
3.75,-75.25,2021,7,16,21.83,15.41,22.51,4.18,88.07
3.75,-74.75,2021,7,16,21.91,15.62,22.58,5.03,88.02
3.75,-74.25,2021,7,16,16.93,14.69,17.07,6.05,83.17
3.75,-73.75,2021,7,16,19.82,17.8,19.9,5.7,89.73
3.75,-73.25,2021,7,16,23.52,21.48,23.58,4.16,96.52
3.75,-72.75,2021,7,16,24.75,22.6,24.86,3.24,98.61
4.25,-76.75,2021,7,16,23.35,21.81,23.56,9.45,94.32
4.25,-76.25,2021,7,16,19.76,16.94,19.9,3.44,86.04
4.25,-75.75,2021,7,16,15.66,13.34,15.89,3.68,80.38
4.25,-75.25,2021,7,16,20.25,15.6,20.55,4.1,86.19
4.25,-74.75,2021,7,16,21.25,16.13,21.43,4.65,87.1
4.25,-74.25,2021,7,16,16.96,13.88,16.96,4.84,81.62
4.25,-73.75,2021,7,16,16.24,14.35,16.41,3.77,83.15
4.25,-73.25,2021,7,16,22,19.7,22.07,2.24,93.66
4.25,-72.75,2021,7,16,24.42,21.97,24.47,1.3,97.92
4.75,-76.75,2021,7,16,24.28,23.1,24.32,18.03,96.26
4.75,-76.25,2021,7,16,21.86,19.25,21.94,7.31,89.4
4.75,-75.75,2021,7,16,16.53,14.04,16.75,4.85,80.6
4.75,-75.25,2021,7,16,18.54,15.5,18.63,4.9,83.62
4.75,-74.75,2021,7,16,20.13,16.59,20.08,4.58,85.65
4.75,-74.25,2021,7,16,18.05,14.74,18.03,3.1,82.33
4.75,-73.75,2021,7,16,13.56,11.82,13.77,1.72,77.78
4.75,-73.25,2021,7,16,18.8,16.68,18.79,0.79,87.38
4.75,-72.75,2021,7,16,22.92,20.26,22.77,0.31,94.65
5.25,-76.75,2021,7,16,24.5,23.57,24.5,23.44,96.87
5.25,-76.25,2021,7,16,22.15,20,22.34,11.52,89.81
5.25,-75.75,2021,7,16,18.05,15.76,18.2,7.23,82.22
5.25,-75.25,2021,7,16,19.12,16.56,19.1,7.05,83.98
5.25,-74.75,2021,7,16,20.85,17.98,20.77,5.42,86.76
5.25,-74.25,2021,7,16,19.83,16.98,19.86,1.76,85.2
5.25,-73.75,2021,7,16,13.76,11.86,13.96,0.49,76.88
5.25,-73.25,2021,7,16,14.82,13.17,14.88,0.16,79.45
5.25,-72.75,2021,7,16,18.64,16.42,18.45,0.03,86.65
5.75,-76.75,2021,7,16,24.49,23.51,24.54,18.89,96.62
5.75,-76.25,2021,7,16,21.85,20.08,22.09,14.21,89.05
5.75,-75.75,2021,7,16,18.71,16.93,18.83,9.99,83.14
5.75,-75.25,2021,7,16,20.03,17.89,20.01,9.63,85.34
5.75,-74.75,2021,7,16,22.36,20.04,22.34,6.67,89.68
5.75,-74.25,2021,7,16,22.43,20.2,22.49,1.23,90.31
5.75,-73.75,2021,7,16,17.14,14.99,17.19,0.08,81.49
5.75,-73.25,2021,7,16,13.86,11.96,13.99,0.02,76.62
5.75,-72.75,2021,7,16,14.07,12.39,14.11,0,78.41
6.25,-76.75,2021,7,16,24.36,23.23,24.46,18.09,96.09
6.25,-76.25,2021,7,16,21.28,19.71,21.49,18.75,88
6.25,-75.75,2021,7,16,17.94,16.43,18.09,12.71,82.06
6.25,-75.25,2021,7,16,19.58,17.7,19.68,11.18,84.78
6.25,-74.75,2021,7,16,22.88,20.82,22.95,7.24,90.96
6.25,-74.25,2021,7,16,24.56,22.59,24.57,1.09,94.55
6.25,-73.75,2021,7,16,21.37,19.26,21.26,0.01,88.68
6.25,-73.25,2021,7,16,17.38,14.53,17.28,0,81.07
6.25,-72.75,2021,7,16,13.17,11.06,13.28,0,75.96
6.75,-76.75,2021,7,16,24.38,23.25,24.46,28.02,96.14
6.75,-76.25,2021,7,16,21.24,19.61,21.42,25.1,88.12
